"","senator","seniority_date","term","party","state","dob"
"1807","Jack Reed","January 3, 1997",118,"Democratic","Rhode Island","1949-11-12"
"1808","Susan Collins","January 3, 1997",118,"Republican","Maine","1952-12-07"
"1809","Chuck Schumer","January 3, 1999",118,"Democratic","New York","1950-11-23"
"1810","Mike Crapo","January 3, 1999",118,"Republican","Idaho","1951-05-20"
"1811","Tom Carper","January 3, 2001",118,"Democratic","Delaware","1947-01-23"
"1812","Debbie Stabenow","January 3, 2001",118,"Democratic","Michigan","1950-04-29"
"1813","Maria Cantwell","January 3, 2001",118,"Democratic","Washington","1958-10-13"
"1814","John Cornyn","December 1, 2002",118,"Republican","Texas","1952-02-02"
"1815","Lisa Murkowski","December 20, 2002",118,"Republican","Alaska","1957-05-22"
"1816","Lindsey Graham","January 3, 2003",118,"Republican","South Carolina","1955-07-09"
"1817","John Thune","January 3, 2005",118,"Republican","South Dakota","1961-01-07"
"1818","Bob Menendez","January 18, 2006",118,"Democratic","New Jersey","1954-01-01"
"1819","Ben Cardin","January 3, 2007",118,"Democratic","Maryland","1943-10-05"
"1820","Bernie Sanders","January 3, 2007",118,"Independent","Vermont","1941-09-08"
"1821","Sherrod Brown","January 3, 2007",118,"Democratic","Ohio","1952-11-09"
"1822","Bob Casey Jr.","January 3, 2007",118,"Democratic","Pennsylvania","1960-04-13"
"1823","Amy Klobuchar","January 3, 2007",118,"Democratic","Minnesota","1960-05-25"
"1824","Sheldon Whitehouse","January 3, 2007",118,"Democratic","Rhode Island","1955-10-20"
"1825","Jon Tester","January 3, 2007",118,"Democratic","Montana","1956-08-21"
"1826","John Barrasso","June 25, 2007",118,"Republican","Wyoming","1952-07-21"
"1827","Roger Wicker","December 31, 2007",118,"Republican","Mississippi","1951-07-05"
"1828","Jeanne Shaheen","January 3, 2009",118,"Democratic","New Hampshire","1947-01-28"
"1829","Mark Warner","January 3, 2009",118,"Democratic","Virginia","1954-12-15"
"1830","Jim Risch","January 3, 2009",118,"Republican","Idaho","1943-05-03"
"1831","Jeff Merkley","January 3, 2009",118,"Democratic","Oregon","1956-10-24"
"1832","Michael Bennet","January 21, 2009",118,"Democratic","Colorado","1964-11-28"
"1833","Kirsten Gillibrand","January 26, 2009",118,"Democratic","New York","1966-12-09"
"1834","Joe Manchin","November 15, 2010",118,"Democratic","West Virginia","1947-08-24"
"1835","Chris Coons","November 15, 2010",118,"Democratic","Delaware","1963-09-09"
"1836","Jerry Moran","January 3, 2011",118,"Republican","Kansas","1954-05-29"
"1837","John Boozman","January 3, 2011",118,"Republican","Arkansas","1950-12-10"
"1838","John Hoeven","January 3, 2011",118,"Republican","North Dakota","1957-03-13"
"1839","Marco Rubio","January 3, 2011",118,"Republican","Florida","1971-05-28"
"1840","Ron Johnson","January 3, 2011",118,"Republican","Wisconsin","1955-04-08"
"1841","Rand Paul","January 3, 2011",118,"Republican","Kentucky","1963-01-07"
"1842","Richard Blumenthal","January 3, 2011",118,"Democratic","Connecticut","1946-02-13"
"1843","Mike Lee","January 3, 2011",118,"Republican","Utah","1971-06-04"
"1844","Brian Schatz","December 27, 2012",118,"Democratic","Hawaii","1972-10-20"
"1845","Tim Scott","January 2, 2013",118,"Republican","South Carolina","1965-09-19"
"1846","Tammy Baldwin","January 3, 2013",118,"Democratic","Wisconsin","1962-02-11"
"1847","Chris Murphy","January 3, 2013",118,"Democratic","Connecticut","1973-08-03"
"1848","Mazie Hirono","January 3, 2013",118,"Democratic","Hawaii","1947-11-03"
"1849","Martin Heinrich","January 3, 2013",118,"Democratic","New Mexico","1971-10-17"
"1850","Angus King","January 3, 2013",118,"Independent","Maine","1944-03-31"
"1851","Tim Kaine","January 3, 2013",118,"Democratic","Virginia","1958-02-26"
"1852","Ted Cruz","January 3, 2013",118,"Republican","Texas","1970-12-22"
"1853","Elizabeth Warren","January 3, 2013",118,"Democratic","Massachusetts","1949-06-22"
"1854","Deb Fischer","January 3, 2013",118,"Republican","Nebraska","1951-03-01"
"1855","Ed Markey","July 16, 2013",118,"Democratic","Massachusetts","1946-07-11"
"1856","Cory Booker","October 31, 2013",118,"Democratic","New Jersey","1969-04-27"
"1857","Shelley Moore Capito","January 3, 2015",118,"Republican","West Virginia","1953-11-26"
"1858","Gary Peters","January 3, 2015",118,"Democratic","Michigan","1958-12-01"
"1859","Bill Cassidy","January 3, 2015",118,"Republican","Louisiana","1957-09-28"
"1860","James Lankford","January 3, 2015",118,"Republican","Oklahoma","1968-03-04"
"1861","Tom Cotton","January 3, 2015",118,"Republican","Arkansas","1977-05-13"
"1862","Steve Daines","January 3, 2015",118,"Republican","Montana","1962-08-20"
"1863","Mike Rounds","January 3, 2015",118,"Republican","South Dakota","1954-10-24"
"1864","Thom Tillis","January 3, 2015",118,"Republican","North Carolina","1960-08-30"
"1865","Joni Ernst","January 3, 2015",118,"Republican","Iowa","1970-07-01"
"1866","Ben Sasse","January 3, 2015",118,"Republican","Nebraska","1972-02-22"
"1867","Dan Sullivan","January 3, 2015",118,"Republican","Alaska","1964-11-13"
"1868","Chris Van Hollen","January 3, 2017",118,"Democratic","Maryland","1959-01-10"
"1869","Todd Young","January 3, 2017",118,"Republican","Indiana","1972-08-24"
"1870","Tammy Duckworth","January 3, 2017",118,"Democratic","Illinois","1968-03-12"
"1871","Maggie Hassan","January 3, 2017",118,"Democratic","New Hampshire","1958-02-27"
"1872","John Kennedy","January 3, 2017",118,"Republican","Louisiana","1951-11-21"
"1873","Catherine Cortez Masto","January 3, 2017",118,"Democratic","Nevada","1964-03-29"
"1874","Tina Smith","January 3, 2018",118,"Democratic","Minnesota","1958-03-04"
"1875","Cindy Hyde-Smith","April 2, 2018",118,"Republican","Mississippi","1959-05-10"
"1876","Marsha Blackburn","January 3, 2019",118,"Republican","Tennessee","1952-06-06"
"1877","Kyrsten Sinema","January 3, 2019",118,"Independent","Arizona","1976-07-12"
"1878","Kevin Cramer","January 3, 2019",118,"Republican","North Dakota","1961-01-21"
"1879","Jacky Rosen","January 3, 2019",118,"Democratic","Nevada","1957-08-02"
"1880","Mitt Romney","January 3, 2019",118,"Republican","Utah","1947-03-12"
"1881","Mike Braun","January 3, 2019",118,"Republican","Indiana","1954-03-24"
"1882","Josh Hawley","January 3, 2019",118,"Republican","Missouri","1979-12-31"
"1883","Rick Scott","January 8, 2019",118,"Republican","Florida","1952-12-01"
"1884","Mark Kelly","December 2, 2020",118,"Democratic","Arizona","1964-02-21"
"1885","Ben Ray Luján","January 3, 2021",118,"Democratic","New Mexico","1972-06-07"
"1886","Cynthia Lummis","January 3, 2021",118,"Republican","Wyoming","1954-09-10"
"1887","Roger Marshall","January 3, 2021",118,"Republican","Kansas","1960-08-09"
"1888","John Hickenlooper","January 3, 2021",118,"Democratic","Colorado","1952-02-07"
"1889","Bill Hagerty","January 3, 2021",118,"Republican","Tennessee","1959-08-14"
"1890","Tommy Tuberville","January 3, 2021",118,"Republican","Alabama","1954-09-18"
"1891","Alex Padilla","January 18, 2021",118,"Democratic","California","1973-03-22"
"1892","Jon Ossoff","January 20, 2021",118,"Democratic","Georgia","1987-02-16"
"1893","Raphael Warnock","January 20, 2021",118,"Democratic","Georgia","1969-07-23"
"1894","Peter Welch","January 3, 2023",118,"Democratic","Vermont","1947-05-02"
"1895","Markwayne Mullin","January 3, 2023",118,"Republican","Oklahoma","1977-07-26"
"1896","Ted Budd","January 3, 2023",118,"Republican","North Carolina","1971-10-21"
"1897","John Fetterman","January 3, 2023",118,"Democratic","Pennsylvania","1969-08-15"
"1898","JD Vance","January 3, 2023",118,"Republican","Ohio","1984-08-02"
"1899","Eric Schmitt","January 3, 2023",118,"Republican","Missouri","1975-06-20"
"1900","Katie Britt","January 3, 2023",118,"Republican","Alabama","1982-02-02"
"1901","Chuck Grassley","January 3, 1981",119,"Republican","Iowa","1933-09-17"
"1902","Mitch McConnell","January 3, 1985",119,"Republican","Kentucky","1942-02-20"
"1903","Patty Murray","January 3, 1993",119,"Democratic","Washington","1950-10-11"
"1904","Ron Wyden","February 5, 1996",119,"Democratic","Oregon","1949-05-03"
"1905","Dick Durbin","January 3, 1997",119,"Democratic","Illinois","1944-11-21"
"1906","Jack Reed","January 3, 1997",119,"Democratic","Rhode Island","1949-11-12"
"1907","Susan Collins","January 3, 1997",119,"Republican","Maine","1952-12-07"
"1908","Chuck Schumer","January 3, 1999",119,"Democratic","New York","1950-11-23"
"1909","Mike Crapo","January 3, 1999",119,"Republican","Idaho","1951-05-20"
"1910","Maria Cantwell","January 3, 2001",119,"Democratic","Washington","1958-10-13"
"1911","John Cornyn","December 1, 2002",119,"Republican","Texas","1952-02-02"
"1912","Lisa Murkowski","December 20, 2002",119,"Republican","Alaska","1957-05-22"
"1913","Lindsey Graham","January 3, 2003",119,"Republican","South Carolina","1955-07-09"
"1914","John Thune","January 3, 2005",119,"Republican","South Dakota","1961-01-07"
"1915","Bernie Sanders","January 3, 2007",119,"Independent","Vermont","1941-09-08"
"1916","Amy Klobuchar","January 3, 2007",119,"Democratic","Minnesota","1960-05-25"
"1917","Sheldon Whitehouse","January 3, 2007",119,"Democratic","Rhode Island","1955-10-20"
"1918","John Barrasso","June 25, 2007",119,"Republican","Wyoming","1952-07-21"
"1919","Roger Wicker","December 31, 2007",119,"Republican","Mississippi","1951-07-05"
"1920","Jeanne Shaheen","January 3, 2009",119,"Democratic","New Hampshire","1947-01-28"
"1921","Mark Warner","January 3, 2009",119,"Democratic","Virginia","1954-12-15"
"1922","Jim Risch","January 3, 2009",119,"Republican","Idaho","1943-05-03"
"1923","Jeff Merkley","January 3, 2009",119,"Democratic","Oregon","1956-10-24"
"1924","Michael Bennet","January 21, 2009",119,"Democratic","Colorado","1964-11-28"
"1925","Kirsten Gillibrand","January 26, 2009",119,"Democratic","New York","1966-12-09"
"1926","Chris Coons","November 15, 2010",119,"Democratic","Delaware","1963-09-09"
"1927","Jerry Moran","January 3, 2011",119,"Republican","Kansas","1954-05-29"
"1928","John Boozman","January 3, 2011",119,"Republican","Arkansas","1950-12-10"
"1929","John Hoeven","January 3, 2011",119,"Republican","North Dakota","1957-03-13"
"1930","Marco Rubio","January 3, 2011",119,"Republican","Florida","1971-05-28"
"1931","Ron Johnson","January 3, 2011",119,"Republican","Wisconsin","1955-04-08"
"1932","Rand Paul","January 3, 2011",119,"Republican","Kentucky","1963-01-07"
"1933","Richard Blumenthal","January 3, 2011",119,"Democratic","Connecticut","1946-02-13"
"1934","Mike Lee","January 3, 2011",119,"Republican","Utah","1971-06-04"
"1935","Brian Schatz","December 27, 2012",119,"Democratic","Hawaii","1972-10-20"
"1936","Tim Scott","January 2, 2013",119,"Republican","South Carolina","1965-09-19"
"1937","Tammy Baldwin","January 3, 2013",119,"Democratic","Wisconsin","1962-02-11"
"1938","Chris Murphy","January 3, 2013",119,"Democratic","Connecticut","1973-08-03"
"1939","Mazie Hirono","January 3, 2013",119,"Democratic","Hawaii","1947-11-03"
"1940","Martin Heinrich","January 3, 2013",119,"Democratic","New Mexico","1971-10-17"
"1941","Angus King","January 3, 2013",119,"Independent","Maine","1944-03-31"
"1942","Tim Kaine","January 3, 2013",119,"Democratic","Virginia","1958-02-26"
"1943","Ted Cruz","January 3, 2013",119,"Republican","Texas","1970-12-22"
"1944","Elizabeth Warren","January 3, 2013",119,"Democratic","Massachusetts","1949-06-22"
"1945","Deb Fischer","January 3, 2013",119,"Republican","Nebraska","1951-03-01"
"1946","Ed Markey","July 16, 2013",119,"Democratic","Massachusetts","1946-07-11"
"1947","Cory Booker","October 31, 2013",119,"Democratic","New Jersey","1969-04-27"
"1948","Shelley Moore Capito","January 3, 2015",119,"Republican","West Virginia","1953-11-26"
"1949","Gary Peters","January 3, 2015",119,"Democratic","Michigan","1958-12-01"
"1950","Bill Cassidy","January 3, 2015",119,"Republican","Louisiana","1957-09-28"
"1951","James Lankford","January 3, 2015",119,"Republican","Oklahoma","1968-03-04"
"1952","Tom Cotton","January 3, 2015",119,"Republican","Arkansas","1977-05-13"
"1953","Steve Daines","January 3, 2015",119,"Republican","Montana","1962-08-20"
"1954","Mike Rounds","January 3, 2015",119,"Republican","South Dakota","1954-10-24"
"1955","Thom Tillis","January 3, 2015",119,"Republican","North Carolina","1960-08-30"
"1956","Joni Ernst","January 3, 2015",119,"Republican","Iowa","1970-07-01"
"1957","Dan Sullivan","January 3, 2015",119,"Republican","Alaska","1964-11-13"
"1958","Chris Van Hollen","January 3, 2017",119,"Democratic","Maryland","1959-01-10"
"1959","Todd Young","January 3, 2017",119,"Republican","Indiana","1972-08-24"
"1960","Tammy Duckworth","January 3, 2017",119,"Democratic","Illinois","1968-03-12"
"1961","Maggie Hassan","January 3, 2017",119,"Democratic","New Hampshire","1958-02-27"
"1962","John Kennedy","January 3, 2017",119,"Republican","Louisiana","1951-11-21"
"1963","Catherine Cortez Masto","January 3, 2017",119,"Democratic","Nevada","1964-03-29"
"1964","Tina Smith","January 3, 2018",119,"Democratic","Minnesota","1958-03-04"
"1965","Cindy Hyde-Smith","April 2, 2018",119,"Republican","Mississippi","1959-05-10"
"1966","Marsha Blackburn","January 3, 2019",119,"Republican","Tennessee","1952-06-06"
"1967","Kevin Cramer","January 3, 2019",119,"Republican","North Dakota","1961-01-21"
"1968","Jacky Rosen","January 3, 2019",119,"Democratic","Nevada","1957-08-02"
"1969","Josh Hawley","January 3, 2019",119,"Republican","Missouri","1979-12-31"
"1970","Rick Scott","January 8, 2019",119,"Republican","Florida","1952-12-01"
"1971","Mark Kelly","December 2, 2020",119,"Democratic","Arizona","1964-02-21"
"1972","Ben Ray Luján","January 3, 2021",119,"Democratic","New Mexico","1972-06-07"
"1973","Cynthia Lummis","January 3, 2021",119,"Republican","Wyoming","1954-09-10"
"1974","Roger Marshall","January 3, 2021",119,"Republican","Kansas","1960-08-09"
"1975","John Hickenlooper","January 3, 2021",119,"Democratic","Colorado","1952-02-07"
"1976","Bill Hagerty","January 3, 2021",119,"Republican","Tennessee","1959-08-14"
"1977","Tommy Tuberville","January 3, 2021",119,"Republican","Alabama","1954-09-18"
"1978","Alex Padilla","January 18, 2021",119,"Democratic","California","1973-03-22"
"1979","Jon Ossoff","January 20, 2021",119,"Democratic","Georgia","1987-02-16"
"1980","Raphael Warnock","January 20, 2021",119,"Democratic","Georgia","1969-07-23"
"1981","Peter Welch","January 3, 2023",119,"Democratic","Vermont","1947-05-02"
"1982","Markwayne Mullin","January 3, 2023",119,"Republican","Oklahoma","1977-07-26"
"1983","Ted Budd","January 3, 2023",119,"Republican","North Carolina","1971-10-21"
"1984","John Fetterman","January 3, 2023",119,"Democratic","Pennsylvania","1969-08-15"
"1985","JD Vance","January 3, 2023",119,"Republican","Ohio","1984-08-02"
"1986","Eric Schmitt","January 3, 2023",119,"Republican","Missouri","1975-06-20"
"1987","Katie Britt","January 3, 2023",119,"Republican","Alabama","1982-02-02"
"1988","Pete Ricketts","January 23, 2023",119,"Republican","Nebraska","1964-08-19"
"1989","Adam Schiff","December 9, 2024",119,"Democratic","California","1960-06-22"
"1990","Andy Kim","December 9, 2024",119,"Democratic","New Jersey","1982-07-12"
"1991","Ruben Gallego","January 3, 2025",119,"Democratic","Arizona","1979-11-20"
"1992","Jim Banks","January 3, 2025",119,"Republican","Indiana","1979-07-16"
"1993","Lisa Blunt Rochester","January 3, 2025",119,"Democratic","Delaware","1962-02-10"
"1994","John Curtis","January 3, 2025",119,"Republican","Utah","1960-05-10"
"1995","Elissa Slotkin","January 3, 2025",119,"Democratic","Michigan","1976-07-10"
"1996","David McCormick","January 3, 2025",119,"Republican","Pennsylvania","1965-08-17"
"1997","Bernie Moreno","January 3, 2025",119,"Republican","Ohio","1967-02-14"
"1998","Angela Alsobrooks","January 3, 2025",119,"Democratic","Maryland","1971-02-23"
"1999","Tim Sheehy","January 3, 2025",119,"Republican","Montana","1985-11-18"
"2000","Jim Justice","January 14, 2025",119,"Republican","West Virginia","1951-04-27"
"2001","Francis E. Warren","March 4, 1895",70,NA,NA,"1844-06-20"
"2002","Furnifold M. Simmons","March 4, 1901",70,NA,NA,"1854-01-20"
"2003","Lee S. Overman","March 4, 1903",70,NA,NA,"1854-01-03"
"2004","Reed Smoot","March 4, 1903",70,NA,NA,"1862-01-10"
"2005","William Borah","March 4, 1907",70,NA,NA,"1865-06-29"
"2006","Wesley Jones","March 4, 1909",70,NA,NA,"1863-08-09"
"2007","Ellison D. Smith","March 4, 1909",70,NA,NA,"1864-08-01"
"2008","Duncan U. Fletcher","March 4, 1909",70,NA,NA,"1859-01-06"
"2009","Claude A. Swanson","August 1, 1910",70,NA,NA,"1862-03-31"
"2010","George P. McLean","March 4, 1911",70,NA,NA,"1857-10-07"
"2011","James A. Reed","March 4, 1911",70,NA,NA,"1861-11-09"
"2012","Henry F. Ashurst","April 2, 1912[8]",70,NA,NA,"1874-09-13"
"2013","Key Pittman","January 29, 1913",70,NA,NA,"1872-09-12"
"2014","Morris Sheppard","February 3, 1913",70,NA,NA,"1875-05-28"
"2015","Joseph E. Ransdell","March 4, 1913",70,NA,NA,"1858-10-07"
"2016","Joseph Robinson","March 4, 1913",70,NA,NA,"1872-08-26"
"2017","George W. Norris","March 4, 1913",70,NA,NA,"1861-07-11"
"2018","Thomas J. Walsh","March 4, 1913",70,NA,NA,"1859-06-12"
"2019","Charles Curtis","March 4, 1915",70,NA,NA,"1860-01-25"
"2020","James Watson","November 8, 1916",70,NA,NA,"1928-04-06"
"2021","Kenneth McKellar","March 4, 1917",70,NA,NA,"1869-01-29"
"2022","William H. King","March 4, 1917",70,NA,NA,"1863-06-03"
